,Text,Response
87,"Просмотрев отзывы и оценки на данный фильм, решила его посмотреть. Однако фильм оставил двоякое впечатление.  С одной стороны, сюжет очень увлекательный, довольно оригинальный — действительно интересная история любви. С другой стороны, все это снято в каком-то привычном, обыденном ракурсе. Нет в этом фильме изюминки, искры. Все как-то сухо, нет должной реалистичности. Это не дает в полной мере сопереживать, как главным героям, так и второстепенным. Однако, несмотря ни на что, главные герои сыграли замечательно. В принципе все эмоции переданы правильно, но опять же временами немного суховато. Не знаю, отчего картина получилась не совсем такой, какой нужно. Может быть это недостатки режиссерской работы, может быть операторской, но факт налицо: фильм мог быть снят намного лучше. Несколько слов о конце фильма. Он весьма удачен, хотя и не совсем пресловутый хэппи-энд. И это даже хорошо. Фильм обязателен к просмотру (особенно чувствительным личностям), но только один раз. Не знаю почему, но у меня возникла аналогия с фильмом Сладкий ноябрь. Тоже мелодрама, тоже на один раз, ибо второй раз заливать подушку слезами нет сил. Приготовьте носовые платки ближе к финалу. 7 из 10","фильм: оставил двоякое впечатление: нейтрально
ракурс: привычный, обыденный: положительно
эмоции: переданы правильно, немного суховато: нейтрально
режиссерская работа: недостатки: негативно 
операторская работа: недостатки: негативно 
фильм: мог быть снят намного лучше: негативно 
конец фильма: удачен, не совсем пресловутый хэппи-энд: положительно"
49,"Такие фильмы я называю «Ни кали пощады зрителю». Зритель мол бывалый всё стерпит, не, ребят, это один из самых ужасных фильмов, которые я смотрел. 1 из 10",фильм: ужасный: негативно
71,"Прекраснейший фильм (мультфильмом как-то не поворачивается язык назвать)! Чисто восточное видение вещей, такое отличающееся от нашего, такое необычное и свежее. Талант гения нашего времени Миядзаки. Поразительная работа аниматоров. Гротескные, но очень символичные персонажи и образы. Тема дружбы, любви, предательства. Красивая музыка за кадром. Перечислять достоинства этого шедевра я могу еще очень-очень долго. Сравниться с «Унесенными призраками» может сравнить разве что «Ходячий замок» того же Миядзаки.. Хотя нет, история про маленькую Техиро понравилась мне даже чуточку больше. Эта история — очень простая, красивая, но в то же время, невообразимо мудрая и проникновенная. Думаю, ее можно пересматривать огромное количество раз, но постоянно будешь находить что-то новое, чего не заметил в первый, второй, третий раз.  После просмотра остается ощущение какой-то детской окрыленности и взрослой задумчивости. Размышляя над поступками и словами Техиро и остальных героев, начинаешь немного по-другому смотреть на мир вокруг. Вспоминая живых угольков и прочих созданий, начинаешь улыбаться. И верить, что сказки все-таки существуют. Шедевр.","фильм: прекраснейший: положительно 
восточное видение вещей: отличающееся от нашего, необычное, свежее: положительно
работа аниматоров: поразительная: положительно 
образы: гротескные, очень символичные: положительно 
персонажи: гротескные, очень символичные: положительно
музыка за кадром: красивая: положительно"
8,"

мультик: красивый, динамичный: положительно 
подача идеи: отличная: положительно 
немного жести: присутствует: нейтрально 
мультфильм: про дружбу, про доверие, про толерантность: нейтрально
удовольствие: как пить дать обеспечено: положительно 
история: замечательная: положительно
мультфильм: замечательно будет смотреться в 3Д: положительно
Полёты и взрывы: будут выглядеть впечатляюще: положительно","

мультик: красивый, динамичный: положительно 
подача идеи: отличная: положительно 
немного жести: присутствует: нейтрально 
мультфильм: про дружбу, про доверие, про толерантность: нейтрально
удовольствие: как пить дать обеспечено: положительно 
история: замечательная: положительно
мультфильм: замечательно будет смотреться в 3Д: положительно
Полёты и взрывы: будут выглядеть впечатляюще: положительно"
83,"Ну зачем режиссёру надо было говорить, что фильм снят по повести Николая Васильевича? Можно же просто сказать: «В детстве я очень любил повесть «Вий» и всегда мечтал, что когда-нибудь сниму что-то похожее на это». И без проблем! Конечно, можно ругать господина Фесенко за его творение, ну если признаться честно, мужик постарался, как мог. Счастье для него, что у него был превосходный оператор, фильм только и держится на его работе (правда, кроме оператора-постановщика там было еще около десяти операторов).  Поначалу всё было вроде бы нормально: распутный парень, святой отец, нужная атмосфера, поломанная тачка (а как же без нее!), разные страшные рожи, шериф полиции, заброшенная церковь. Но концовка меня разочаровала. Толи у режиссёра кончились силы, толи у него схватил приступ лени. Николаев сыграл не плохо, а у Крюковы роль была совсем простая: надо только делать хмурое лицо, а всё остальное сделают гримеры. И еще спецэффекты отличные. Оценка: 7 из 10, только из-за концовки.","Николаев: сыграл не плохо: нейтрально
спецэффекты: отличные: положительно 
оператор: превосходный: положительно 
концовка: разочаровала: негативно"
32,"Главный герой фильма — восьмилетний мальчик Кевин МакКаллистер, мальчик, захотевший, чтобы его семья исчезла. И его желание сбылось — ясным зимним утром он обнаружил, что все члены семьи — родители и домочадцы — улетели в Париж и оставили его дома… одного. Но… он неплохо повеселился, особенно когда включал фильм «Ангелы с мерзкими душами», дабы напугать парня, развозящего пиццу и… парочку грабителей, которые попались парнишке на крючок. Грабители узнали, что мальчик один дома, и решили влезть в дом. Как же они поплатились! В общем, просто великолепная комедия! Мне немножко непонятно — мальчик сам расставлял ловушки ПОЛНОСТЬЮ, или их основную часть сделала съёмочная группа, а Кевин их завершил? Впрочем, это неважно, всё равно очень смешно и интересно, особенно когда парнишка опустил на лицо Марва… тарантула! Вот это был визг! Ловушки в фильме хитро сделаны, их просто так не заметить. Да это и было создано так главным образом для того, чтобы грабители их не заметили Любителям фильмов подобного жанра рекомендую к просмотру! Не пожалеете. 10 из 10","комедия: великолепная: положительно 
ловушки: хитро сделаны, интересно: положительно"
78,"Ну что можно сказать… Этот фильм для всех хорош, так как он в чем-то своеобразен. Наряду с мрачной цепочкой убийств, крови, жестокости и алчности идет вторая — любовь девочки к взрослому человеку и не просто человеку, а профессиональному киллеру. Жан Рено превосходно сыграл человека, который хорошо разбирается в своем деле и не умеет делать многих естесственных вещей (например, читать). Сыграв своего героя бесподобно, Рено доказал, что и такие люди могут быть с доброй и чистой душой. Также очень блестяще показано, как ребенок и взрослый человек многому учатся друг у друга, как они налаживают отношения, как пытаются понять психологию друга друга. Также следует отметить роль Гари Олдмана-сыграть человека, одержимого убийствами и кровью сыграть не так-то легко. Особенно Олдману удалось показать взгляд-взгляд больного человека, больного психически. Из всего этого можно сделать вывод:фильм просто потрясающий! Игра актеров на высоте, а о кастинге уж и говорить нечего. Блестящий фильм!","фильм: для всех хорош, своеобразен, потрясающий: положительно
Жан Рено: сыграл своего героя бесподобно: положительно 
Гари Олдман: удалось показать взгляд больного человека: положительно
игра актеров: на высоте: положительно 
кастинг: уж и говорить нечего: положительно"
63,"Фильм разочаровал, и разочаровал во всем! Во-первых: сюжет уж слишком мудреный и запутанный, а оттого неимоверно скучный, так что во время просмотра первой половины фильма я чуть не уснула. Лично для меня корейская мифология слишком сложна, и сюжет надо было сделать попроще. Во-вторых: и это самое главное — я ожидала увидеть все-таки динозавров: рапторов, тираннозавров, птеродактилей и т. д. и т. п. Короче говоря, я надеялась на еще один «Юрский парк», но, увы и ах! К сожалению, пришлось смотреть на каких-то двух огромных змей, похожих на драконов, а динозаврами и не запахло на протяжении всего фильма! В-третьих: спецэффекты — единственная более ли менее эффектная сцена — это битва в городе, которую я видела в трейлере, и из-за которой, собственно, и решила посмотреть этот фильм. Конец же фильма был такой однообразный и неинтересный, что я еле дождалась, когда же он закончится. 3 из 10","фильм: разочаровал: негативно 
сюжет: мудреный, запутанный, неимоверно скучный: негативно 
динозавры: не появляются: негативно 
спецэффекты: единственная эффектная сцена: положительно 
конец фильма: однообразный, неинтересный: негативно"
7,"Потрясающую драму отснял Кристофер Нолан, лихо закрученный сюжет, потрясающая атмосфера. Два героя, готовые отдать всю свою жизнь ради фокусов, они будут бороться до конца, и многое откроют для себя. Они оба отрицательные персонажи, кому за кого переживать, зритель выбирает сам. Кино очень жесткое, опять-таки показывают ценности человека, ради великой цели, приходится кем-то жертвовать. Хью Джекман, он же Роберт, сыграл замечательно, персонаж его ярок и колоритен, отличные представления выдает, полностью обезумен, готов отдать все, чтобы получить, то что ему нужно. Кристиан Бэйл, сыгравший Альфреда, также очень хорош, мне он был более симпатичен в фильме, наиболее драматичный герой из него вышел. Майкл Кейн в роли Каттера только подбавлял красок к фильму, вообще считаю актерская игра в этом фильме на высоте, можно выделить многих актеров. Финальный монолог очень силен, в последние пять минут и наступает вся развязка, конец получился довольно неожиданным. Фильм стоящий, очень сильно впечатлил, не буду придераться ко всяким незначительным огрехам. Все основное в картине на высоте, классная режиссура, закрученный сюжет, отличная актерская игра, завораживающая атмосфера. К развязке картина будет медленно подбираться, это не развлекательное кино, поэтому фильм и кажется скучным. Ну чем дольше не можешь узнать конец, тем и интересен сам процесс фильма","Драма: потрясающая: положительно 
сюжет: лихо закрученный: положительно  
атмосфера: потрясающая: положительно   
Хью Джекман: cыграл замечательно, персонаж его ярок и колоритен, отличные представления выдает, полностью обезумен: положительно
Кристиан Бэйл: также очень хорош: положительно
Майкл Кейн: только подбавлял красок к фильму: положительно
актерская игра: на высоте: положительно
Финальный монолог: очень силен: положительно
Конец: получился довольно неожиданным: положительно
режиссура: классная: положительно
закрученный: сюжет: положительно
отличная: актерская игра: положительно
атмосфера: завораживающая: положительно"
16,"Решила продолжить сложившуюся традицию — по одному комментарию в год к этому замечательному фильму. О Чаплине действительно нечего говорить, великий человек, великий режиссер и просто великолепный актер. А чего стоит его мимика!  Одни только его глаза цепляют сильнее, чем десятиминутные рыдания Кейт Уинслент в «Титанике», а одна только сцена с танцем булочек вызывает смеха больше, чем все «Американские пироги» вместе взятые.  Чаплин — это легенда, фильмы которого и через 81 год вызывают бурю чувств.","

Чаплин: великий человек, великий режиссер, великолепный актер: положительно 
мимика: чего стоит: положительно 
фильмы: и через 81 год вызывают бурю чувств: положительно"
34,"Этот фильм является одним из немногих счастливчиков, которые удостоены постоянного внимания зрителей. Действительно, я уже и не помню сколько раз его смотрела и каждый раз делаю это с удовольствием. Мне легко, понимаете, легко на душе после просмотра, хоть и фильм про обычную, такую повседневную жизнь, а все равно дарит хорошее настроение. Просто нет в нем пошлости, а только уважение и трепет к отношениям между мужчиной и женщиной. Он учит не бояться совершать ошибки и быть верным себе. Он такой советский, теплый, добрый. А песня, которая является главной темой фильма, просто волшебная. Ну и конечно, незабываемые образы главных героев! Три подруги с разными взглядами на жизнь, подходами к ней. Их мужчины… и он — Гоша, такой нужный, незаменимый. Рядом с ним приятно почувствовать себя слабой и хрупкой, увидеть новые стороны жизни. Смотрите почаще такие добрые фильмы! 10 из 10","Этот фильм: один из немногих счастливчиков, удостоенных постоянного внимания зрителей: положительно 
фильм: про обычную, такую повседневную жизнь: нейтрально 
фильм: дарит хорошее настроение, нет пошлости: положительно 
песня: волшебная: положительно 
главные герои: незабываемые образы: положительно 
Гоша: нужный, незаменимый: положительно"
48,"А мне фильм не очень понравился. Да, грустный и добрый, местами забавный, смотрится легко. Но при этом довольно поверхностный и потому не производит сильного впечатления. Деньги, кадиллак, две тетки из борделя… — типично голливудская система ценностей, что собственно и лишает фильм содержательности. И кроме того в целом по фильму некоторый голливудский пафос также присутствует, что тоже плюсом конечно не является. Вообще сюжет о человеке, узнающем о своей скорой смерти, довольно распространен в искусстве. И «Достучаться до небес» — явно не лучший из примеров. Для сравнения из фильмов в первую очередь вспоминается «Жить» Куросавы. Рекомендую посмотреть, по-моему он гораздо глубже и содержательнее. 5 из 10","фильм: не очень понравился, довольно поверхностный: негативно
голливудский пафос: присутствует: негативно
сюжет о человеке, узнающем о своей скорой смерти: распространен в искусстве: нейтрально
«Достучаться до небес»: не лучший из примеров: негативно
«Жить» Куросавы: гораздо глубже и содержательнее: положительно"
2,"Я садился смотреть этот фильм с пиццей и колой, в надежде получить что-то вроде плохих парней 2. В первые минуты я понял что моя задумка провалилась, и ближайшие 40 минут откровенно боролся с желанием выключить фильм. И я даже выключил его, но посмотрев что-то другое минут 10, включил обратно.  И через 20 минут мне понравилось, а ещё через 20 я просто не мог оторваться. Герои были настолько убедительны, их эмоции, переживания, мысли — настолько понятны и близки, что в фильм получилось погрузиться полностью, без остатка.  Немыслимые повороты сюжета просто сбивают с ног своей непредсказуемостью. Чего стоит одна концовка фильма, а то самое «ну и ладно»? Блеск. Теперь думаю пересмотреть на английском. А русскому переводу большой плюс.  Но я начал с сюжета. меня постигло большое разочарование, когда я узнал что это ремейк с японского кино. И вот тут на меня нахлынули мысли о превосходстве японских сюжетов. Хотя наверное это из-за стереотипов + не очень-то большая осведомлённость в этом вопросе.  В общем-то, минус в том, что сюжет чужой… а так всё супер.","фильм: в первые минуты я понял что моя задумка провалилась: негативно 
фильм: понравилось, просто не мог оторваться: положительно 
герои: убедительны, эмоции, переживания, мысли понятны и близки: положительно 
концовка фильма: чего стоит, блеск: положительно 
перевод: большой плюс: положительно 
фильм: ремейк с японского кино: негативно 
сюжет: чужой: негативно"
64,"Так много ждал от этого фильма и ничего из моих ожиданий не оправдалось. Игра актеров никакая… Главный герой Ивана просто кошмар, его друг кузнец тоже не вписывается в своего героя, кто еще как то, так это Каменная Княжна и Баба Яга Очень скомканный фильм, взяли отовсюду по немного, а получилось никак. Юмор я считаю в фильме не к месту (возможно ожидал, что будет серьезный фильм). Что стоит отметить, так это спецэффекты. Они сделаны хоть и топором, но смотрятся неплохо. Роу — вот на кого надо ровняться в русских народных сказках","фильм: не оправдал ожиданий: негативно 
игра актеров: никакая: негативно 
главный герой Ивана: кошмар: негативно 
кузнец: не вписывается в своего героя: негативно 
фильм: очень скомканный: негативно 
юмор: не к месту: негативно 
спецэффекты: сделаны топором: нейтрально
спецэффекты: смотрятся неплохо: положительно"
69,"В мире существует не так уж и много режиссеров, которые могут снять действительно сильное кино, и уж тем более мало режиссеров которые могут создать такое кино не раз. И одним из них для меня является Кристофер Нолан. Но вот почему-то американские киноакадемики старательно пытаются его не замечать. Думаю время все раставит по своим местам. «Престиж» — одна из лучших работ Нолана, с очень цепляющей концовкой. Вполне возможно, что большинство просмотревших догадывались уже к середине фильма чем все это закончится, но подача сюжета настолько мастерски передана, что даже будучи очень уверенным что произойдет в конце, остаешься очень впечатлен. А как было интересно наблюдать за созданием и исполнением фокусов в «Престиже» — блеск. «Иллюзионист», посел просмотра которого думаешь и как он делал свои фокусы, и рядом не валялся. Большинство людей говорят, мол фантастика в фильме была лишней, но я думаю что фокус с изобретением Теслы очень скрасил фильм. Актеры играют на высоте. По-моему лучшая роль Хью Джекмана, на протяжении фильма больше переживал за него, хотя Бейл тоже выглядел достойно. Также порадовал Майкл Кейн, которому уже не впервой играть учителей и наставников. Из всего актерского состава не понравилась Скарлетт Йоханссон, ну не знаю не нравится мне эта особа как актриса и все. Также хотелось бы отметить очень интересные диалоги, что в последнее время надо заметить наблюдается очень редко.  Пересматривал фильм 2 раза и всегда получал удовольствие. Нолан снял очередной качественный, блестящий триллер. Один из тех фильмов, о которых не забываешь сразу после просмотра, впечатления после него остаются надолго!","Кристофер Нолан: может снять действительно сильное кино, может создать такое кино не раз: положительно
«Престиж»: одна из лучших работ Нолана, с очень цепляющей концовкой: положительно
подача сюжета: очень впечатлен: положительно
фокусы: интересно наблюдать за созданием и исполнением: положительно
актеры: играют на высоте: положительно
Хью Джекман: лучшая роль: положительно
Бейл: выглядел достойно: положительно
Майкл Кейн: порадовал: положительно
Скарлетт Йоханссон: не понравилась: негативно
диалоги: очень интересные: положительно
триллер: качественный, блестящий: положительно
впечатления: остаются надолго: положительно"
4,"Федеральный маршал Тедди Дэниэлс отправляется на остров, где находится сумасшедший дом для людей, склонных к насилию. Ему необходимо пробыть на острове всего несколько дней, найти пропавшую пациентку, убийцу своей жены и при этом самому не сойти с ума…  Тедди постоянно преследуют кошмары, галлюцинации и чувство, что в этой клинике творится что-то невероятное. Маршал жаждет разобраться, но ему активно мешают главный врач клиники, ее директор, все сотрудники. Единственный человек, которому можно доверять, — напарник Чак. Ему главный герой и открывает историю всей своей жизни: военная юность, все ужасы Второй мировой войны, гибель жены. Вот только можно ли вообще кому-то доверять на этом проклятом острове? Невероятный актерский ансамбль: Леонардо Ди Каприо, Марк Руффало, Бен Кингсли и многие другие. Каждый справился со своей ролью великолепно! Ди Каприо неподражаемо передал все мучения и страхи одинокого, отчаявшегося человека. Фильм включает в себя все: размышления о смысле жизни, о ее ценности, о насилии в семье и на работе, о бессмысленности войны, жестокости людей, о том, что толкает человека на преступление. Фильм играет на наших нервах, сводит с ума, пугает, приводит в недоумение, но при этом вызывает неподдельный восторг!  15 из 10","фильм: размышления о смысле жизни, о насилии, о бессмысленности войны, жестокости людей, что толкает человека на преступление: положительно 
актерский ансамбль: невероятный: положительно 
Ди Каприо: неподражаемо передал все мучения и страхи одинокого, отчаявшегося человека: положительно 
фильм: играет на наших нервах, сводит с ума, пугает, приводит в недоумение, вызывает неподдельный восторг: положительно"
90,"В фильм заложена самая настоящая жизненная тема. Когда молодой, тебя интересует почти все, что тебя окружает, но с приходом средних лет, а потом и старости, ты углубляешься в своих проблемах, забывая о вкусе жизни. В сюжете присутствует философия, которую надо понять, ведь именно она, позволяет понять, как прекрасен мир, если на него смотреть с удовольствием и жить по максимуму.  Я думаю много людей, в разном возрасте думают о прошедших годах, а именно о тех ??временах, когда можно было бы все исправить к лучшему, что самое интересное, что такое мнение присутствует и у людей, которые живут достаточно неплохо, но хотелось еще лучше, это указывает на то, что не существует идеальной жизни, а если даже и существует, то не надолго. У главного героя, появилась такая возможность, где можно изменить свое серое настоящее, он влюбляется в Анджелу, и у него появляется искра в жизни, которая выводит его из депрессии, давая импульс на старые новые ощущения, которые называются страстью. В общих чертах, фильм смотреть можно, но для меня он одноразовый, обычный и ничем не самый лучший, как это решил Оскар. На мой взгляд — простое кино, для простого зрителя, который будет искать в фильме смысл, и он его найдет, ведь в фильме присутствует суть и неплохая идея. Понравился фильм, в первую очередь игрой Кевина Спейси и Мены Сувари, их пылкая страсть друг к другу очень гармонично смотрелась на экране, также понравился фильм развитием событий которые происходили в нем, но как по мне, то немного все было затянутым, а в общих чертах фильм середнячок. 6 из 10","сюжет: присутствует философия: нейтрально
фильм: неплохой, но не лучший: нейтрально
суть: присутствует: положительно
идея: неплохая: положительно
фильм: для простого зрителя: нейтрально
игра Кевина Спейси и Мены Сувари: страсть гармонично смотрелась на экране: положительно"
67,"Включая фильм и смотря его, чувствуешь какой-то дискомфорт. Создается впечатление, что кино демонстрирует нам не какой-то чудесный мир розовых Барби, а реальную жизнь Пэрис. Возможно, виной всему моя нелюбовь к ней. Но что поделать — играть она не умеет, снимается в странных фильмах.  Это кино не несет собой никакой смысловой нагрузки. Можно было снять фильм лучше, с более интересными актерами и продемонстрировать сюжет получше. Типичная ситуация в университете превратилась в какую-то пошлую бессмыслицу, которую не спасал даже Саймон Рекс. Ни музыкальное оформление, ни попытки юмора не спасают этот фильм от провала. Смотреть его можно только один раз и, на мой взгляд, только ради Рекса. Но если его не знаешь, то лучше фильм совсем не смотреть.","фильм: демонстрирует нам не какой-то чудесный мир розовых Барби, а реальную жизнь Пэрис: негативно 
Пэрис: играть не умеет: негативно 
кино: не несет собой никакой смысловой нагрузки: негативно 
актеры: играют плохо: негативно 
сюжет: пошлая бессмыслица: негативно 
музыкальное оформление: не спасает: негативно 
попытки юмора: не спасают: негативно"
77,"Не буду в сотый раз хвалить, это уже не оригинально. Просто хочется сказать про Фореста, что это самый обаятельный идиот из тех, кого я когда-либо видел.",Форест: самый обаятельный идиот: положительно
12,"Фильмы про инвалидов всегда тяжело смотреть. И я считаю, что многие уродства на экране показывать не стоит. Это мое стойкое мнение. Я нисколько не открещиваюсь от проблем этих несчастных. Нет!Такие наболевшие вопросы конечно должны подниматься в кинематографе, особенно в нынешнем. Но показывать уродства необходимо как можно завуалированней.  В настоящей жизни и так много чернухи и всяких других некрасивых вещей. Чего стоят только некоторые отечественные телеканалы!!! Вот, что я хотел сказать просмотрев это кино.  P.S. Надо сказать было интересно наблюдать за жизнью двух инвалидов, мало способных обеспечить свое существование без посторонней помощи. Большое спасибо режиссеру в этом смысле. А еще мне девушка очень понравилась, которая им помогает. Безумно хороша!!! И как же больно смотреть, когда Майкл не хочет отпускать ее в импровизированном танце. P.P.S. Да в принципе в фильме много таких эпизодов, надолго засевших у тебя в мозгу. И еще как я уже написал фильм естественно тяжелый но не тягостный. Знаете он по своему легкий как это непарадоксально звучит!","фильмы про инвалидов: тяжело смотреть: негативно 
жизнь двух инвалидов: интересно наблюдать: положительно 
девушка, которая им помогает: безумно хороша: положительно 
фильм: много эпизодов, засевших у тебя в мозгу: положительно
фильм: тяжелый но не тягостный, по своему легкий: положительно"
